epoch,train_loss,train_pair_accuracy,seconds,vertices_seen,val_loss,val_pair_accuracy
1,26.172496795654297,0.4294586181640625,3.2389239966869354,262144,8.862544655799866,0.493896484375
2,6.22540283203125,0.6134223937988281,2.8738448321819305,262144,,
3,5.034389019012451,0.7424163818359375,2.838700876571238,262144,,
4,4.765800952911377,0.77392578125,2.8622809099033475,262144,,
5,4.623754978179932,0.79119873046875,2.838346906006336,262144,,
6,4.4899468421936035,0.8020896911621094,2.875555402599275,262144,,
7,4.3954925537109375,0.8102836608886719,2.868766167201102,262144,,
8,4.347480297088623,0.8165054321289062,2.8981782235205173,262144,,
9,4.297385215759277,0.8211746215820312,2.8844986259937286,262144,,
10,4.24442195892334,0.8267822265625,2.8714208006858826,262144,,
11,4.158653259277344,0.8279228210449219,2.8445712365210056,262144,,
12,4.1811137199401855,0.8299903869628906,2.8450685320422053,262144,,
13,4.108708381652832,0.832672119140625,2.8310240572318435,262144,,
14,4.094991683959961,0.8358345031738281,2.8346393294632435,262144,,
15,4.060373783111572,0.8371696472167969,2.8981112875044346,262144,,
16,4.0690813064575195,0.8386306762695312,2.851690672338009,262144,,
17,4.072180271148682,0.8374710083007812,2.8199793696403503,262144,,
18,4.014657020568848,0.8424797058105469,2.840648926794529,262144,,
19,4.021400451660156,0.8421401977539062,2.875983198173344,262144,,
20,3.992199420928955,0.8423728942871094,2.865386609919369,262144,,
21,3.9898061752319336,0.844512939453125,2.8727997643873096,262144,,
22,3.9761762619018555,0.8461227416992188,2.871270409785211,262144,,
23,3.964817762374878,0.8450279235839844,2.8772715646773577,262144,,
24,3.989203929901123,0.8463706970214844,2.8701073694974184,262144,,
25,3.938572883605957,0.8472213745117188,2.8581425826996565,262144,,
26,3.937262535095215,0.8465232849121094,2.8513852739706635,262144,,
27,3.960198163986206,0.8476219177246094,2.875965696759522,262144,,
28,3.9079344272613525,0.849884033203125,2.896816896274686,262144,,
29,3.9153168201446533,0.8498039245605469,2.89962319470942,262144,,
30,3.8934381008148193,0.8497428894042969,2.8559848302975297,262144,,
31,3.8863413333892822,0.85137939453125,2.8474391121417284,262144,,
32,3.8879542350769043,0.8516120910644531,2.865163341164589,262144,4.046822488307953,0.84912109375
33,3.870116710662842,0.8507347106933594,2.8754363749176264,262144,,
34,3.871046304702759,0.8518600463867188,2.881631251424551,262144,,
35,3.8825478553771973,0.8525886535644531,2.8450800636783242,262144,,
36,3.853095769882202,0.8537864685058594,2.851091952994466,262144,,
37,3.838063955307007,0.85491943359375,2.852297562174499,262144,,
38,3.824521541595459,0.8538742065429688,2.841018680483103,262144,,
39,3.851400136947632,0.8530807495117188,2.8198238601908088,262144,,
40,3.8251237869262695,0.8560943603515625,2.831369124352932,262144,,
41,3.8284268379211426,0.8555831909179688,2.8759320229291916,262144,,
42,3.8360636234283447,0.8556709289550781,2.9028930831700563,262144,,
43,3.8134148120880127,0.8564796447753906,2.8869474409148097,262144,,
44,3.843634605407715,0.8554725646972656,2.9131670026108623,262144,,
45,3.8129067420959473,0.8568763732910156,2.879788104444742,262144,,
46,3.8101840019226074,0.8567161560058594,2.8935711104422808,262144,,
47,3.8087613582611084,0.8566970825195312,2.866363175213337,262144,,
48,3.8204185962677,0.8568801879882812,2.893305725418031,262144,,
49,3.8159427642822266,0.8568534851074219,2.893330072052777,262144,,
50,3.793471097946167,0.8577346801757812,2.878792390227318,262144,,
51,3.787139892578125,0.8576087951660156,2.904330008663237,262144,,
52,3.796396255493164,0.8574180603027344,2.8668746957555413,262144,,
53,3.7720704078674316,0.8573493957519531,2.8355425084009767,262144,,
54,3.775381088256836,0.8592109680175781,2.8428489146754146,262144,,
55,3.8062527179718018,0.859619140625,2.852073945105076,262144,,
56,3.7607903480529785,0.8592453002929688,2.8474500896409154,262144,,
57,3.761645793914795,0.859405517578125,2.816137776710093,262144,,
58,3.7708685398101807,0.859466552734375,2.8506864989176393,262144,,
59,3.768089771270752,0.8601112365722656,2.8818408865481615,262144,,
60,3.718099355697632,0.8609199523925781,2.907330428250134,262144,,
61,3.758256196975708,0.8612251281738281,2.892794649116695,262144,,
62,3.7587621212005615,0.8617897033691406,2.8857468450441957,262144,,
63,3.7509067058563232,0.8609504699707031,2.90172750223428,262144,,
64,3.7641172409057617,0.861846923828125,2.888946095481515,262144,3.9190357327461243,0.85986328125
65,3.734450340270996,0.8609275817871094,2.9103572303429246,262144,,
66,3.736177921295166,0.8626670837402344,3.1035362500697374,262144,,
67,3.7576746940612793,0.8609504699707031,2.8939781468361616,262144,,
68,3.752476215362549,0.860992431640625,2.8914948096498847,262144,,
69,3.7308602333068848,0.8614997863769531,2.8870669845491648,262144,,
70,3.73773193359375,0.8618049621582031,2.8672042451798916,262144,,
71,3.7155935764312744,0.8646812438964844,2.8707636911422014,262144,,
72,3.7372395992279053,0.8625144958496094,2.884912818670273,262144,,
73,3.7287585735321045,0.8639144897460938,2.8936162814497948,262144,,
74,3.7000620365142822,0.8634796142578125,2.8846614696085453,262144,,
75,3.707671880722046,0.8636703491210938,2.8642946342006326,262144,,
76,3.7426598072052,0.8623008728027344,2.863607003353536,262144,,
77,3.721874952316284,0.8637771606445312,2.8666018107905984,262144,,
78,3.6999080181121826,0.8643112182617188,2.874644683673978,262144,,
79,3.7239716053009033,0.8647270202636719,2.8609975837171078,262144,,
80,3.7284159660339355,0.8634223937988281,2.867632714100182,262144,,
81,3.7190608978271484,0.8627548217773438,2.864056662656367,262144,,
82,3.7016239166259766,0.8648643493652344,2.8713490525260568,262144,,
83,3.6917903423309326,0.8639869689941406,2.8719713697209954,262144,,
84,3.7094907760620117,0.8640365600585938,2.8684268910437822,262144,,
85,3.739985466003418,0.864776611328125,2.9012653613463044,262144,,
86,3.7022130489349365,0.8650932312011719,2.9220197116956115,262144,,
87,3.6919310092926025,0.8651008605957031,2.9202253660187125,262144,,
88,3.7028162479400635,0.8650970458984375,2.9034564029425383,262144,,
89,3.6981189250946045,0.8657875061035156,2.8710434474051,262144,,
90,3.7191343307495117,0.8646049499511719,2.880555017851293,262144,,
91,3.6875929832458496,0.8650588989257812,2.8826500652357936,262144,,
